date,boxscore,away_first_downs,away_fourth_down_attempts,away_fourth_down_conversions,away_fumbles_lost,away_interceptions,away_pass_touchdowns,away_pass_yards,away_penalties,away_rush_touchdowns,away_rush_yards,away_third_down_attempts,away_third_down_conversions,away_time_of_possession,away_times_sacked,home_first_downs,home_fourth_down_attempts,home_fourth_down_conversions,home_fumbles_lost,home_interceptions,home_pass_touchdowns,home_pass_yards,home_penalties,home_rush_touchdowns,home_rush_yards,home_third_down_attempts,home_third_down_conversions,home_time_of_possession,home_times_sacked
"Sunday Oct 9, 2016",201610090ram,15,0,0,0,0,2,124,7,1,193,12,4,24:26,2,23,2,0,1,2,0,271,6,1,102,12,4,35:34,4
"Sunday Oct 9, 2016",201610090rav,18,2,1,1,1,1,260,4,0,60,12,3,29:35,1,18,3,1,1,0,1,210,9,0,118,15,3,30:25,3
"Monday Oct 10, 2016",201610100car,20,0,0,0,0,1,219,5,0,113,15,6,34:09,2,20,1,1,2,2,0,278,7,2,136,8,1,25:51,0
"Thursday Oct 13, 2016",201610130sdg,16,1,0,2,0,1,230,12,0,84,15,6,26:32,2,16,1,1,2,0,1,178,3,0,99,13,3,33:28,2
"Sunday Oct 16, 2016",201610160buf,16,2,0,1,0,1,187,6,0,133,13,3,24:49,3,29,0,0,2,0,2,179,7,4,313,13,8,35:11,3
"Sunday Oct 16, 2016",201610160chi,20,0,0,1,1,1,271,5,1,54,10,2,24:13,2,22,1,0,0,0,0,302,10,1,92,17,7,35:47,1
"Sunday Oct 16, 2016",201610160det,23,1,0,0,1,3,321,8,1,76,9,6,27:48,1,20,2,2,0,0,4,270,7,0,83,11,6,32:12,1
"Sunday Oct 16, 2016",201610160gnb,24,1,1,1,1,3,247,7,0,191,11,3,29:50,2,24,1,0,3,1,1,294,5,0,78,13,7,30:10,1
"Sunday Oct 16, 2016",201610160htx,19,1,0,0,1,1,252,7,1,161,14,5,36:33,3,26,0,0,0,1,2,269,7,1,158,11,5,30:17,1
"Sunday Oct 16, 2016",201610160mia,15,1,0,0,2,1,189,6,1,128,11,3,23:30,2,24,0,0,0,0,0,252,8,3,222,14,7,36:30,0
"Sunday Oct 16, 2016",201610160nor,32,1,1,1,1,2,322,5,3,103,11,3,31:05,2,23,1,1,0,1,4,465,10,1,63,16,8,28:55,1
"Sunday Oct 16, 2016",201610160nwe,20,2,1,0,0,1,254,7,1,120,12,5,32:03,2,25,1,1,0,0,3,376,6,1,79,10,4,27:57,3
"Sunday Oct 16, 2016",201610160nyg,22,2,1,0,0,0,307,15,2,98,18,5,35:04,2,19,3,3,1,2,3,403,7,0,38,14,4,24:56,1
"Sunday Oct 16, 2016",201610160oti,16,2,2,0,0,2,337,11,1,40,14,3,28:59,6,19,0,0,0,1,3,284,7,1,137,13,7,31:01,2
"Sunday Oct 16, 2016",201610160rai,22,0,0,0,0,0,224,2,3,183,13,7,36:45,1,16,2,0,1,1,1,225,3,0,64,10,4,23:15,2
"Sunday Oct 16, 2016",201610160sea,22,2,1,1,1,3,335,8,0,52,11,3,29:51,4,22,0,0,0,0,0,270,3,3,72,14,5,30:09,1
"Sunday Oct 16, 2016",201610160was,12,0,0,0,0,0,179,13,0,94,12,4,25:47,5,26,0,0,0,1,2,263,9,1,230,13,7,34:13,0
"Monday Oct 17, 2016",201610170crd,11,2,1,0,2,0,205,10,0,33,13,2,23:58,1,28,0,0,0,0,1,225,9,3,171,11,6,36:02,0
"Thursday Oct 20, 2016",201610200gnb,13,0,0,0,2,0,130,10,0,69,8,2,20:24,1,32,2,1,1,0,3,326,9,0,103,16,9,39:36,2
"Sunday Oct 23, 2016",201610230atl,26,1,1,1,1,1,371,3,2,78,16,9,35:29,4,21,1,0,0,1,1,273,9,1,130,12,6,30:30,3
"Sunday Oct 23, 2016",201610230cin,22,0,0,0,2,0,182,5,2,180,14,6,31:48,2,23,0,0,1,0,2,308,3,2,271,10,5,28:12,3
"Sunday Oct 23, 2016",201610230crd,11,0,0,0,0,0,225,10,0,52,14,3,28:39,1,23,1,0,0,0,0,342,6,0,132,21,10,46:21,4
"Sunday Oct 23, 2016",201610230det,26,0,0,2,0,1,301,4,1,130,15,9,34:59,2,19,0,0,0,0,1,266,4,1,94,9,3,25:01,3
"Sunday Oct 23, 2016",201610230jax,21,1,1,0,0,1,200,11,2,144,18,8,33:27,0,19,0,0,1,2,1,246,13,0,105,13,4,26:33,1
"Sunday Oct 23, 2016",201610230kan,27,0,0,1,1,3,367,10,0,104,14,9,32:38,1,20,0,0,0,0,2,214,4,0,112,9,3,27:22,0
"Sunday Oct 23, 2016",201610230mia,16,0,0,0,0,1,221,6,2,67,13,3,22:58,4,26,0,0,0,0,1,204,13,2,256,12,5,37:02,1
"Sunday Oct 23, 2016",201610230nyj,11,1,0,1,2,0,248,4,0,11,14,3,23:23,2,16,1,0,2,0,2,215,4,1,155,16,6,36:37,5
"Sunday Oct 23, 2016",201610230oti,26,0,0,0,0,3,353,12,0,81,10,4,32:30,2,26,0,0,1,0,2,232,6,1,124,15,9,27:30,3
"Sunday Oct 23, 2016",201610230phi,18,3,1,3,1,1,224,7,0,93,19,9,32:08,6,15,1,1,2,2,1,138,7,0,101,11,4,27:52,0
"Sunday Oct 23, 2016",201610230pit,21,0,0,2,0,2,222,4,2,140,12,7,27:31,0,17,2,1,0,1,1,281,10,0,94,16,5,32:29,0
"Sunday Oct 23, 2016",201610230ram,13,0,0,1,0,0,196,3,1,36,19,4,24:57,0,20,1,1,0,4,1,291,8,0,74,19,9,35:03,3
"Sunday Oct 23, 2016",201610230sfo,27,1,0,0,1,3,269,7,1,249,14,6,33:49,2,20,1,1,2,1,1,143,4,1,160,15,6,26:11,4
"Monday Oct 24, 2016",201610240den,14,2,0,2,0,0,131,2,0,140,18,7,29:22,1,19,0,0,0,0,1,157,7,2,190,11,3,30:38,0
"Thursday Oct 27, 2016",201610270oti,27,1,0,1,0,3,337,7,0,48,13,6,25:35,2,25,0,0,0,0,2,280,7,2,214,15,9,34:25,0
"Sunday Oct 30, 2016",201610300atl,24,1,0,0,0,4,246,6,0,108,10,6,31:17,3,25,1,1,0,0,3,288,7,1,90,9,4,28:43,2
"Sunday Oct 30, 2016",201610300buf,23,0,0,0,0,4,315,10,1,72,13,9,29:51,5,25,4,2,0,0,0,218,12,3,167,13,4,30:09,2
"Sunday Oct 30, 2016",201610300car,22,1,1,1,1,3,363,10,0,24,12,4,29:12,8,19,2,1,1,0,0,212,5,2,141,14,6,30:48,1
"Sunday Oct 30, 2016",201610300cin,30,2,0,0,1,2,458,15,1,100,17,8,39:42,1,35,0,0,1,1,1,284,7,3,152,15,8,35:18,3
"Sunday Oct 30, 2016",201610300cle,21,1,1,0,0,1,228,5,3,171,15,7,33:41,2,22,0,0,0,2,2,345,2,1,68,16,8,26:19,1
"Sunday Oct 30, 2016",201610300clt,20,0,0,0,0,3,350,6,0,88,16,7,33:36,3,18,2,1,1,1,2,210,5,0,105,13,4,26:24,6
"Sunday Oct 30, 2016",201610300dal,21,0,0,1,0,1,202,5,1,97,15,6,33:15,3,26,2,2,0,1,2,287,11,1,187,14,4,33:57,2
"Sunday Oct 30, 2016",201610300den,21,2,0,0,3,2,267,8,0,123,17,7,33:08,4,15,1,0,2,1,0,276,6,2,57,15,5,26:52,1
"Sunday Oct 30, 2016",201610300htx,19,1,0,0,0,1,240,8,0,58,11,3,26:02,1,20,1,1,0,1,1,186,6,1,105,15,6,33:58,3
"Sunday Oct 30, 2016",201610300nor,15,1,0,0,1,0,296,11,1,74,11,5,23:48,1,28,0,0,1,0,1,265,2,1,123,15,9,36:12,2
"Sunday Oct 30, 2016",201610300tam,27,1,1,1,0,4,513,23,0,128,18,7,44:12,2,18,0,0,0,0,2,180,6,1,102,13,4,29:03,2
"Monday Oct 31, 2016",201610310chi,15,2,2,0,0,1,228,1,0,57,13,2,27:19,5,19,0,0,0,0,1,252,2,1,158,14,7,32:41,1
"Thursday Nov 3, 2016",201611030tam,31,0,0,1,0,4,344,6,1,136,10,6,33:28,2,23,2,1,2,0,4,336,11,0,70,14,8,26:32,2
"Sunday Nov 6, 2016",201611060cle,29,2,2,0,0,3,255,4,2,168,12,8,39:39,0,13,1,1,0,0,1,203,5,0,45,9,1,20:21,4
"Sunday Nov 6, 2016",201611060gnb,22,0,0,0,2,1,281,4,2,85,14,7,30:03,2,25,0,0,0,1,3,297,4,0,116,12,4,29:57,3
"Sunday Nov 6, 2016",201611060kan,25,2,0,3,1,2,252,5,0,205,13,5,29:39,2,10,1,1,0,0,1,187,8,0,62,14,1,30:21,2
"Sunday Nov 6, 2016",201611060mia,18,0,0,0,2,1,213,10,1,140,11,3,29:38,3,20,1,0,0,0,1,149,8,1,137,11,5,30:22,1
"Sunday Nov 6, 2016",201611060min,18,0,0,0,1,2,219,6,0,97,14,7,33:31,1,22,2,1,0,0,1,273,8,1,78,14,6,33:08,2
"Sunday Nov 6, 2016",201611060nyg,21,4,1,0,2,0,364,4,2,96,15,3,32:40,2,16,1,0,0,2,4,257,5,0,54,13,4,27:20,1
"Sunday Nov 6, 2016",201611060rai,13,1,0,1,1,2,283,12,0,33,11,3,18:32,2,30,0,0,0,0,0,184,8,3,218,14,5,41:28,2
"Sunday Nov 6, 2016",201611060ram,16,0,0,0,0,1,225,5,0,59,15,6,34:12,5,18,3,2,0,1,1,296,10,0,59,14,4,25:48,4
"Sunday Nov 6, 2016",201611060rav,15,2,1,0,1,1,264,13,1,36,16,4,27:50,2,13,0,0,0,1,1,250,10,0,50,17,4,32:10,3
"Sunday Nov 6, 2016",201611060sdg,24,1,1,1,2,3,313,8,2,80,11,5,23:31,0,31,0,0,0,0,2,275,14,1,208,11,5,36:29,1
"Sunday Nov 6, 2016",201611060sfo,29,0,0,0,0,3,323,4,2,248,17,11,38:53,1,19,2,0,3,1,2,398,9,0,93,9,2,21:07,1
"Monday Nov 7, 2016",201611070sea,30,1,0,0,1,1,289,11,2,162,17,12,40:17,5,19,0,0,0,0,2,282,10,2,33,7,2,19:43,4
"Thursday Nov 10, 2016",201611100rav,11,0,0,1,2,1,150,3,0,33,10,2,21:24,4,29,0,0,0,2,3,296,6,0,119,12,7,38:36,2
"Sunday Nov 13, 2016",201611130car,18,1,1,0,1,0,178,9,0,91,12,2,24:48,3,22,1,1,1,1,1,261,6,1,99,14,6,35:12,2
"Sunday Nov 13, 2016",201611130crd,15,1,1,1,0,1,210,9,1,83,17,7,27:42,3,26,0,0,2,2,1,376,2,1,80,14,7,32:18,2
"Sunday Nov 13, 2016",201611130jax,16,1,0,0,0,2,99,4,0,181,15,7,27:50,1,23,1,0,1,1,2,265,4,0,80,17,10,32:10,2
"Sunday Nov 13, 2016",201611130nor,24,0,0,0,2,2,258,1,0,103,19,11,39:22,6,19,0,0,2,2,3,303,3,0,80,9,4,20:38,1
"Sunday Nov 13, 2016",201611130nwe,23,0,0,0,0,3,348,8,0,96,12,6,30:25,3,25,1,0,1,1,0,316,7,3,81,10,6,29:35,2
"Sunday Nov 13, 2016",201611130nyj,16,0,0,0,0,0,165,7,0,125,17,6,34:29,3,17,0,0,0,1,1,163,4,0,139,12,4,25:31,1
"Sunday Nov 13, 2016",201611130oti,21,4,2,1,2,2,379,12,1,69,15,4,30:29,5,19,1,0,0,0,5,305,7,1,154,14,7,29:31,1
"Sunday Nov 13, 2016",201611130phi,11,1,0,0,1,1,267,8,0,48,11,2,21:50,2,25,1,0,1,0,0,231,10,2,208,14,5,38:10,2
"Sunday Nov 13, 2016",201611130pit,20,0,0,1,0,2,319,10,2,127,13,7,30:24,2,30,0,0,0,0,3,408,4,1,48,10,4,29:36,1
"Sunday Nov 13, 2016",201611130sdg,17,0,0,1,0,2,240,11,1,106,10,4,27:01,1,29,0,0,0,4,3,326,4,0,70,11,6,32:59,3
"Sunday Nov 13, 2016",201611130tam,15,0,0,2,2,1,182,9,0,122,11,2,22:51,4,22,0,0,0,1,2,312,9,1,80,15,8,37:09,4
"Sunday Nov 13, 2016",201611130was,22,1,0,0,1,2,307,4,1,47,11,5,30:04,3,23,0,0,1,0,2,262,4,0,128,12,6,29:56,1
"Monday Nov 14, 2016",201611140nyg,12,0,0,0,1,1,204,9,1,78,11,2,28:37,3,23,2,1,0,2,3,240,2,0,122,14,6,31:23,1
"Thursday Nov 17, 2016",201611170car,28,2,2,1,1,2,285,6,0,107,13,4,32:15,3,17,0,0,0,0,1,192,6,1,50,17,7,27:45,2
"Sunday Nov 20, 2016",201611200cin,20,1,1,0,1,0,166,9,1,183,12,3,32:11,2,23,0,0,0,2,1,207,4,1,93,15,8,27:49,1
"Sunday Nov 20, 2016",201611200cle,24,1,1,0,0,0,167,8,1,146,12,5,33:58,0,17,5,5,1,1,1,246,9,0,33,15,4,26:02,8
"Sunday Nov 20, 2016",201611200clt,20,3,1,0,0,2,290,11,0,97,14,5,31:01,5,18,1,1,0,1,2,262,8,1,76,12,5,28:59,2
"Sunday Nov 20, 2016",201611200dal,17,0,0,0,0,1,269,12,1,101,9,3,24:21,1,27,0,0,0,0,3,301,5,0,118,12,7,35:39,1
"Sunday Nov 20, 2016",201611200det,16,0,0,1,2,2,202,4,0,83,14,4,32:55,0,14,0,0,2,0,0,278,5,1,14,14,5,27:05,3
"Sunday Nov 20, 2016",201611200kan,27,0,0,1,0,1,331,7,0,116,16,11,35:18,1,19,0,0,1,1,1,261,5,1,82,8,4,24:42,0
"Sunday Nov 20, 2016",201611200min,24,1,0,0,2,2,198,8,1,135,13,4,31:02,4,16,1,0,1,0,1,169,10,1,72,13,6,28:58,2
"Sunday Nov 20, 2016",201611200nyg,17,0,0,0,1,1,252,5,1,93,12,4,30:29,4,19,2,2,0,0,2,227,4,1,102,14,5,29:31,0
"Sunday Nov 20, 2016",201611200ram,17,0,0,0,1,2,172,8,0,98,11,1,28:41,4,12,1,1,1,0,0,134,8,1,102,13,2,31:19,1
"Sunday Nov 20, 2016",201611200sea,20,3,1,0,2,2,218,8,0,113,16,6,31:06,2,18,0,0,0,0,2,287,7,1,152,15,5,28:54,1
"Sunday Nov 20, 2016",201611200sfo,28,1,1,0,0,4,280,5,0,171,16,8,29:12,1,20,0,0,0,0,2,206,10,0,122,14,5,30:48,5
"Sunday Nov 20, 2016",201611200was,19,2,1,1,1,3,360,6,0,84,15,7,30:23,2,21,1,1,0,0,3,375,6,3,151,14,9,29:37,2
"Monday Nov 21, 2016",201611210rai,22,2,1,1,1,1,243,7,1,124,16,8,36:27,2,16,2,1,0,1,3,295,4,0,30,11,4,23:33,0
"Thursday Nov 24, 2016",201611240clt,16,0,0,0,0,3,221,7,1,148,11,7,28:15,0,18,4,2,0,2,1,240,2,0,91,15,8,31:45,3
"Thursday Nov 24, 2016",201611240dal,25,2,2,0,0,3,449,3,0,56,15,8,33:24,0,24,0,0,0,0,1,195,3,3,163,8,4,26:36,1
"Thursday Nov 24, 2016",201611240det,17,1,0,0,1,0,224,5,1,82,10,2,31:31,0,18,2,0,0,0,1,232,4,0,94,14,6,28:29,2
"Sunday Nov 27, 2016",201611270atl,23,2,1,0,1,2,289,8,0,58,11,4,25:38,2,28,1,1,0,1,2,269,4,3,116,9,4,34:22,3
"Sunday Nov 27, 2016",201611270buf,20,1,0,0,0,2,126,6,1,183,15,8,33:35,2,15,1,1,0,0,1,166,6,3,153,12,5,26:25,5
"Sunday Nov 27, 2016",201611270chi,18,0,0,0,0,2,226,6,1,149,11,5,29:25,0,25,3,1,0,2,3,316,7,0,95,17,9,30:35,0
"Sunday Nov 27, 2016",201611270cle,13,0,0,1,0,3,194,9,0,104,13,4,26:09,1,21,2,1,3,0,1,322,5,0,58,14,3,33:51,7
"Sunday Nov 27, 2016",201611270den,23,1,1,0,0,1,220,9,1,83,17,5,37:39,6,21,1,1,1,0,3,368,15,0,124,20,9,37:19,5
"Sunday Nov 27, 2016",201611270htx,18,0,0,0,1,3,242,10,0,67,11,4,29:59,1,22,2,1,1,3,0,246,9,1,114,11,4,30:01,1
"Sunday Nov 27, 2016",201611270mia,25,2,2,1,1,3,296,7,0,193,14,7,29:28,2,19,0,0,0,0,3,285,4,1,95,12,6,30:32,2
"Sunday Nov 27, 2016",201611270nor,13,1,0,1,1,3,214,6,0,69,10,2,24:04,3,27,2,2,1,0,5,360,6,2,209,13,6,35:56,2
"Sunday Nov 27, 2016",201611270nyj,26,1,1,0,0,2,286,2,0,91,14,4,30:36,0,16,0,0,2,0,2,269,6,0,64,11,5,29:24,1
"Sunday Nov 27, 2016",201611270rai,19,1,0,1,1,2,246,7,3,129,10,3,26:23,2,22,0,0,1,1,2,315,7,1,56,15,8,33:37,1
"Sunday Nov 27, 2016",201611270rav,22,1,1,2,0,1,283,2,0,64,16,5,28:43,3,16,2,1,0,1,1,234,8,0,92,16,5,31:17,2
"Sunday Nov 27, 2016",201611270tam,16,1,1,1,2,0,151,2,0,127,11,1,26:21,6,19,0,0,1,1,2,220,7,0,118,11,4,33:39,0
"Monday Nov 28, 2016",201611280phi,25,1,1,0,0,2,313,7,1,74,14,10,35:23,0,20,1,0,0,1,0,254,7,1,81,11,5,24:37,4
"Thursday Dec 1, 2016",201612010min,13,0,0,2,0,1,139,10,1,140,9,1,26:43,3,21,0,0,1,0,1,253,8,0,87,16,6,33:17,3
"Sunday Dec 4, 2016",201612040atl,17,2,2,1,0,1,270,13,2,123,10,3,28:08,1,32,1,0,0,1,1,297,5,2,128,10,6,31:52,2
"Sunday Dec 4, 2016",201612040chi,10,0,0,0,0,0,39,11,0,141,14,4,28:42,6,19,0,0,1,0,0,192,5,3,142,14,6,31:18,1
"Sunday Dec 4, 2016",201612040cin,22,5,3,0,3,1,308,10,1,53,17,8,31:58,1,21,0,0,2,0,2,332,3,1,80,14,7,28:02,0
"Sunday Dec 4, 2016",201612040crd,19,0,0,1,1,1,271,7,1,87,11,5,26:14,2,24,1,1,0,0,3,300,6,1,88,16,10,33:46,2
"Sunday Dec 4, 2016",201612040gnb,17,2,1,1,0,2,202,3,0,123,15,6,31:31,2,16,2,1,1,0,2,209,4,1,109,12,4,28:29,1
"Sunday Dec 4, 2016",201612040jax,10,0,0,0,0,0,104,4,1,104,13,1,25:26,2,19,2,1,1,2,0,181,6,1,154,18,6,34:34,1
"Sunday Dec 4, 2016",201612040nor,24,0,0,0,0,2,341,6,0,85,12,5,36:52,2,20,0,0,0,3,0,326,10,1,50,13,6,23:08,1
"Sunday Dec 4, 2016",201612040nwe,7,1,1,0,2,1,161,4,0,36,12,1,22:03,4,20,2,2,0,0,1,269,8,1,133,16,4,37:57,0
"Sunday Dec 4, 2016",201612040pit,16,3,0,0,2,2,195,4,0,56,11,4,25:52,2,20,1,1,1,1,2,289,12,0,117,15,7,34:08,2
"Sunday Dec 4, 2016",201612040rai,24,0,0,1,1,0,191,8,3,212,15,9,30:15,4,24,0,0,0,0,2,260,7,2,139,13,5,29:45,0
"Sunday Dec 4, 2016",201612040rav,16,0,0,0,3,1,226,7,0,62,13,4,30:46,2,28,2,2,1,1,4,386,7,1,110,11,5,29:14,0
"Sunday Dec 4, 2016",201612040sdg,20,1,1,0,1,1,280,6,1,81,13,5,31:41,1,18,0,0,0,2,2,225,6,1,119,8,4,28:19,2
"Sunday Dec 4, 2016",201612040sea,14,1,0,1,1,1,182,6,0,89,12,5,25:59,0,29,1,0,0,1,1,315,6,3,240,14,7,34:01,3
"Monday Dec 5, 2016",201612050nyj,27,1,0,1,0,4,289,3,1,139,13,7,38:24,1,13,2,1,0,3,1,216,6,0,36,11,3,21:36,1
"Thursday Dec 8, 2016",201612080kan,18,3,1,0,0,0,117,10,1,135,18,5,31:45,1,14,1,0,2,1,1,264,9,1,65,11,5,28:15,1
"Sunday Dec 11, 2016",201612110buf,24,1,1,0,3,0,220,6,3,240,14,6,38:41,0,14,0,0,0,1,2,228,7,1,67,9,3,21:19,5
"Sunday Dec 11, 2016",201612110car,17,1,0,2,3,2,236,7,0,58,13,5,27:23,5,17,1,1,0,1,1,160,5,1,126,15,5,32:37,2
"Sunday Dec 11, 2016",201612110cle,21,0,0,0,0,2,180,6,1,213,15,8,34:53,4,13,1,1,0,1,0,104,5,1,169,14,6,25:07,3
"Sunday Dec 11, 2016",201612110clt,20,0,0,0,1,0,147,7,1,185,14,5,36:05,2,21,1,0,1,2,2,276,9,0,83,12,5,23:55,1
"Sunday Dec 11, 2016",201612110det,16,1,0,0,0,1,212,11,0,92,10,4,25:43,1,25,0,0,0,2,1,223,7,1,114,12,6,34:17,3
"Sunday Dec 11, 2016",201612110gnb,22,1,0,1,5,1,240,7,0,136,12,6,31:50,3,18,1,0,0,0,3,246,5,2,93,11,4,28:10,1
"Sunday Dec 11, 2016",201612110jax,22,1,0,1,0,1,292,7,1,85,11,3,30:56,0,18,1,1,0,0,1,257,14,0,85,16,7,29:04,4
"Sunday Dec 11, 2016",201612110mia,21,0,0,2,2,2,145,7,1,175,13,4,29:56,3,15,0,0,2,1,3,242,14,0,83,13,4,30:04,1
"Sunday Dec 11, 2016",201612110nyg,13,2,1,1,2,1,165,5,0,108,15,1,29:08,3,12,2,2,2,1,1,193,7,0,93,14,2,30:52,3
"Sunday Dec 11, 2016",201612110oti,19,2,1,2,0,1,350,9,0,18,11,3,27:33,3,16,0,0,0,0,0,88,5,1,180,16,6,32:27,2
"Sunday Dec 11, 2016",201612110phi,16,1,1,0,1,2,234,5,2,107,7,2,23:22,2,24,3,2,1,1,1,314,5,0,95,18,9,36:38,4
"Sunday Dec 11, 2016",201612110ram,18,0,0,0,0,3,237,5,1,66,13,4,27:08,2,21,0,0,3,2,0,235,11,2,104,14,6,32:52,3
"Sunday Dec 11, 2016",201612110sfo,24,1,1,0,1,0,257,9,2,188,18,8,41:55,6,17,1,0,0,0,1,133,3,1,248,12,2,24:30,2
"Sunday Dec 11, 2016",201612110tam,14,2,1,0,3,0,257,13,0,46,13,4,26:45,1,21,0,0,0,0,0,184,7,1,104,13,6,33:15,2
"Monday Dec 12, 2016",201612120nwe,17,0,0,0,1,2,324,8,0,42,16,6,30:46,2,20,1,1,2,1,3,406,5,1,95,16,8,29:14,1
"Thursday Dec 15, 2016",201612150sea,13,4,0,0,0,0,167,8,0,47,12,3,27:29,4,19,1,1,0,1,3,229,13,0,72,15,7,32:31,2
"Saturday Dec 17, 2016",201612170nyj,13,0,0,0,1,4,236,9,0,67,12,5,27:28,1,20,3,0,1,3,1,266,3,0,116,15,5,32:32,3
"Sunday Dec 18, 2016",201612180atl,15,0,0,1,0,2,183,4,0,107,13,6,23:59,2,29,0,0,1,0,2,302,4,3,248,9,5,36:01,1
"Sunday Dec 18, 2016",201612180buf,16,1,1,0,0,0,196,4,1,107,11,3,25:41,5,29,1,0,0,0,1,174,5,3,280,9,4,34:19,1
"Sunday Dec 18, 2016",201612180chi,20,1,0,0,0,0,252,8,3,226,10,3,32:47,4,29,0,0,1,3,2,362,6,1,95,8,3,27:13,1
"Sunday Dec 18, 2016",201612180cin,26,0,0,0,0,1,286,7,0,97,13,5,32:32,1,19,1,1,0,1,0,157,8,2,76,12,6,27:28,1
"Sunday Dec 18, 2016",201612180crd,33,1,1,1,0,4,389,5,2,130,14,9,37:13,3,26,1,1,2,0,2,318,7,3,116,10,5,22:47,1
"Sunday Dec 18, 2016",201612180dal,16,1,0,1,3,2,247,3,0,52,12,4,23:56,4,24,0,0,1,0,0,279,8,2,185,13,5,36:04,3
"Sunday Dec 18, 2016",201612180den,20,1,0,0,0,0,188,4,1,136,17,5,33:36,2,15,1,0,2,1,0,282,5,0,58,12,2,26:24,4
"Sunday Dec 18, 2016",201612180htx,9,1,0,0,1,0,92,12,1,67,13,3,23:18,2,23,1,0,0,2,0,308,6,1,79,14,4,36:42,0
"Sunday Dec 18, 2016",201612180kan,21,1,1,2,1,0,241,2,2,148,14,6,30:35,1,13,2,1,0,1,0,163,5,2,157,14,4,29:25,1
"Sunday Dec 18, 2016",201612180min,27,1,0,0,0,2,250,5,2,161,13,7,37:02,0,20,1,0,2,1,0,291,6,0,34,9,3,22:58,5
"Sunday Dec 18, 2016",201612180nyg,16,0,0,1,1,0,273,2,0,56,14,5,29:44,1,17,0,0,0,0,2,201,5,0,114,15,7,30:16,2
"Sunday Dec 18, 2016",201612180rav,27,3,1,0,1,0,170,3,2,169,18,8,36:38,1,18,0,0,1,1,2,206,7,1,151,11,4,23:22,3
"Sunday Dec 18, 2016",201612180sdg,18,0,0,1,1,1,213,2,0,145,13,4,32:17,2,14,1,0,1,1,2,206,6,0,73,15,8,27:43,3
"Monday Dec 19, 2016",201612190was,22,0,0,0,0,2,300,6,0,148,15,4,34:39,2,18,1,1,2,1,0,315,7,1,29,12,2,25:21,1
"Thursday Dec 22, 2016",201612220phi,24,2,1,0,3,1,356,5,0,114,22,10,34:04,0,15,1,0,0,1,1,168,1,1,118,12,4,25:56,0
"Saturday Dec 24, 2016",201612240buf,22,0,0,0,1,2,233,2,2,261,12,5,33:40,0,30,2,1,0,0,3,329,5,1,272,18,8,40:33,2
"Saturday Dec 24, 2016",201612240car,21,0,0,0,0,2,277,6,1,152,14,6,32:45,4,17,4,3,0,2,1,198,4,0,119,15,4,27:15,2
"Saturday Dec 24, 2016",201612240chi,21,1,0,0,0,1,270,7,4,208,13,8,32:35,0,31,1,1,0,5,2,323,4,1,140,10,7,27:25,1
"Saturday Dec 24, 2016",201612240cle,19,2,2,0,1,2,322,9,0,34,15,5,27:31,0,23,1,1,0,0,0,175,4,2,124,15,6,32:29,9
"Saturday Dec 24, 2016",201612240gnb,22,3,3,2,0,3,382,8,0,93,15,5,31:01,4,19,0,0,0,0,4,347,3,1,40,13,6,28:59,4
"Saturday Dec 24, 2016",201612240htx,15,1,1,0,1,1,268,6,0,50,16,7,28:54,3,17,0,0,0,0,0,176,3,1,95,14,4,31:06,4
"Saturday Dec 24, 2016",201612240jax,19,1,0,0,1,2,223,6,0,58,14,5,27:29,3,25,0,0,1,0,2,345,4,1,84,12,4,32:31,2
"Saturday Dec 24, 2016",201612240nor,23,0,0,0,2,2,277,7,1,89,12,7,28:24,2,25,0,0,0,0,1,299,7,2,123,12,5,31:36,2
"Saturday Dec 24, 2016",201612240nwe,14,3,2,1,3,0,136,6,0,111,11,1,25:17,2,21,0,0,0,0,3,220,3,2,114,18,11,34:43,1
"Saturday Dec 24, 2016",201612240rai,20,1,0,1,2,2,288,4,1,102,8,4,23:55,0,27,0,0,0,0,3,261,10,2,210,15,9,36:05,1
"Saturday Dec 24, 2016",201612240ram,21,1,1,1,1,2,266,11,1,70,16,6,31:03,4,13,1,1,0,2,1,90,5,2,99,13,4,28:57,4
"Saturday Dec 24, 2016",201612240sea,21,0,0,1,0,1,284,7,3,94,9,1,26:18,1,24,2,0,1,0,4,350,5,0,78,17,8,33:42,6
"Sunday Dec 25, 2016",201612250kan,14,2,1,2,1,0,183,9,1,63,15,4,21:59,0,23,0,0,0,1,2,246,8,2,238,17,9,38:01,0
"Sunday Dec 25, 2016",201612250pit,22,1,0,0,1,1,262,7,1,122,17,9,34:37,2,23,0,0,0,2,3,279,4,1,127,7,3,25:23,0
"Monday Dec 26, 2016",201612260dal,23,2,2,1,1,0,260,5,3,90,12,5,30:43,4,23,0,0,0,0,4,222,8,2,164,8,4,29:17,1
"Sunday Jan 1, 2017",201701010atl,26,3,3,0,1,2,350,6,2,132,16,7,30:15,2,25,0,0,0,0,4,331,9,1,142,11,6,29:45,1
"Sunday Jan 1, 2017",201701010cin,22,3,1,0,2,0,279,4,1,72,16,8,29:18,3,25,0,0,0,0,1,226,2,2,153,8,1,30:42,1
"Sunday Jan 1, 2017",201701010clt,23,0,0,2,0,1,301,8,1,182,14,4,29:36,2,24,1,1,1,1,2,321,4,1,94,10,2,30:24,4
